id,placename,municipality,province,population
573036,Emahlutshini,Imbabazane,KwaZulu-Natal,1913
290319,Emakhalini,Ngquza Hill,Eastern Cape,279
294170,Emalangeni,King Sabata Dalindyebo,Eastern Cape,302
294154,Emandlaneni,King Sabata Dalindyebo,Eastern Cape,391
270406,Emantshilbeni,Mbhashe,Eastern Cape,94
589047,Emaqeleni,uMlalazi,KwaZulu-Natal,6675
546053,Emasomini B,Maphumulo,KwaZulu-Natal,128
273098,Ematoleni,Amahlathi,Eastern Cape,415
283005,Emayaluleni,Emalahleni,Eastern Cape,265
297106,Embane,Mbizana,Eastern Cape,255
576003,Embidlini,Msinga,KwaZulu-Natal,429
281065,Emcambalaleni,Lukanji,Eastern Cape,304
529026,Emdundubezini,Abaqulusi,KwaZulu-Natal,1484
760006,Emfuleni NU,Emfuleni,Gauteng,3188
587027,Emhlanzini,Mfolozi,KwaZulu-Natal,865
581100,Emkhalaqude,Ulundi,KwaZulu-Natal,1215
514002,Emnambithi/Ladysmith NU,Emnambithi/Ladysmith,KwaZulu-Natal,10451
594052,Emnywaneni,Ingwe,KwaZulu-Natal,609
571067,Empimbe,Okhahlamba,KwaZulu-Natal,1511
294156,Emtebe,King Sabata Dalindyebo,Eastern Cape,306
273087,Emthonjini,Amahlathi,Eastern Cape,161
529032,Emvunyane,Abaqulusi,KwaZulu-Natal,2549
581113,Endlovana,Ulundi,KwaZulu-Natal,376
284179,Engcobo,Engcobo,Eastern Cape,9835
562030,Engoleleni,uMshwathi,KwaZulu-Natal,1318
291066,Engweni,Port St Johns,Eastern Cape,75
503013,Enhlangwini,Umzumbe,KwaZulu-Natal,4666
871012,Enkeldoornoog,Thembisile,Mpumalanga,27554
798033,Ennerdale,City of Johannesburg,Gauteng,71815
281064,Enqobokeni 2,Lukanji,Eastern Cape,264
505026,Entaba,Ezingoleni,KwaZulu-Natal,587
291059,Entsengeni,Port St Johns,Eastern Cape,225
297111,Enyaka,Mbizana,Eastern Cape,132
573040,Enyokeni,Imbabazane,KwaZulu-Natal,1485
290051,Eqhoqhweni,Ngquza Hill,Eastern Cape,693
273085,Ereyini,Amahlathi,Eastern Cape,438
589080,Eshowe,uMlalazi,KwaZulu-Natal,14744
598102,Esibovini,Umzimkhulu,KwaZulu-Natal,278
290282,Esidwadweni,Ngquza Hill,Eastern Cape,347
597059,Esigubudwini,Ubuhlebezwe,KwaZulu-Natal,389
538028,Esikhawini H,uMhlathuze,KwaZulu-Natal,18835
287030,Esilindini,Senqu,Eastern Cape,3026
291122,Esiphathe A,Port St Johns,Eastern Cape,79
297112,Esitholeni,Mbizana,Eastern Cape,443
260005,Esixekweni B,Buffalo City,Eastern Cape,555
570010,Estcourt,Umtshezi,KwaZulu-Natal,22071
592035,Ethafeni,KwaDukuza,KwaZulu-Natal,3633
291038,Ethonsini,Port St Johns,Eastern Cape,408
293006,Etwa,Mhlontlo,Eastern Cape,285
546003,Ewosi,Maphumulo,KwaZulu-Natal,1920
514019,Ezakheni,Emnambithi/Ladysmith,KwaZulu-Natal,70809
529036,Ezibomvu,Abaqulusi,KwaZulu-Natal,2415
598014,Ezifletini,Umzimkhulu,KwaZulu-Natal,445
599159,Ezihyathini,eThekwini,KwaZulu-Natal,729
542055,Ezimambeni,Nkandla,KwaZulu-Natal,1077
599155,Ezimpisini,eThekwini,KwaZulu-Natal,788
505008,Ezingoleni NU,Ezingoleni,KwaZulu-Natal,2778
290306,Ezinkumbini,Ngquza Hill,Eastern Cape,1127
594016,Eziphahleni,Ingwe,KwaZulu-Natal,623
297126,Ezizityaneni B,Mbizana,Eastern Cape,926
580062,Fakude,Nongoma,KwaZulu-Natal,482
286130,Fameni,Elundini,Eastern Cape,93
461007,Fauresmith,Kopanong,Free State,1430
499021,Feloane Trust,Mangaung,Free State,451
986002,Fetakgomo NU,Fetakgomo,Limpopo,1557
199011,Fistantekraal,City of Cape Town,Western Cape,12369
526031,Flint,Dannhauser,KwaZulu-Natal,980
965044,Folovhodwe,Mutale,Limpopo,2806
276071,Fort Beaufort,Nkonkobe,Eastern Cape,25668
470014,Fouriesburg,Dihlabeng,Free State,664
662027,Freedom Park,Rustenburg,North West,23156
575079,Frischgewaagd,Nqutu,KwaZulu-Natal,426
587001,Fuleni Reserve,Mfolozi,KwaZulu-Natal,2576
360052,Ga-Diboye,Joe Morolong,Northern Cape,574
974003,Ga-Hlahla,Polokwane,Limpopo,4873
565027,Ga-Keta,Impendle,KwaZulu-Natal,2908
969069,Ga-Kobe,Blouberg,Limpopo,2209
982045,Ga-Lebelo,Mogalakwena,Limpopo,567
360029,Ga-Mabe,Joe Morolong,Northern Cape,968
969067,Ga-Machaba,Blouberg,Limpopo,3992
976066,Ga-Madisaleolo,Lepele-Nkumpi,Limpopo,2282
974137,Ga-Maja,Polokwane,Limpopo,8053
987022,Ga-Makopa,Greater Tubatse,Limpopo,1011
976003,Ga-Mampa,Lepele-Nkumpi,Limpopo,868
987107,Ga-Mapea A,Greater Tubatse,Limpopo,510
360117,Ga-Masepa,Joe Morolong,Northern Cape,840
987081,Ga-Mashukwane,Greater Tubatse,Limpopo,2225
970037,Ga-Mmathongwana,Aganang,Limpopo,1371
976004,Ga-Moila,Lepele-Nkumpi,Limpopo,131
660063,Ga-Monama,Moretele,North West,589
360026,Ga-Morona,Joe Morolong,Northern Cape,612
974079,Ga-Mothiba,Polokwane,Limpopo,11511
987091,Ga-Motodi,Greater Tubatse,Limpopo,4131
987032,Ga-Mphethi,Greater Tubatse,Limpopo,1837
361014,Ga-Ntatelang,Ga-Segonyana,Northern Cape,1614
987052,Ga-Podele,Greater Tubatse,Limpopo,1984
969087,Ga-Rammutla B,Blouberg,Limpopo,386
799034,Ga-Rankuwa,City of Tshwane,Gauteng,90945
970020,Ga-Sebotse,Aganang,Limpopo,1702
978033,Ga-Seleka,Lephalale,Limpopo,1105
361029,Ga-Tlhose,Ga-Segonyana,Northern Cape,47
360041,Ga-sehunelo,Joe Morolong,Northern Cape,116
974090,GaMahlahle,Polokwane,Limpopo,364
974071,GaMakgoba,Polokwane,Limpopo,1849
983030,GaMakharankana,Ephraim Mogale,Limpopo,1922
969011,GaMamadi,Blouberg,Limpopo,5349
985094,GaMampana,Makhuduthamaga,Limpopo,1640
969028,GaMaphoto,Blouberg,Limpopo,90
982030,GaMashiane,Mogalakwena,Limpopo,904
961094,GaMatlou,Greater Letaba,Limpopo,1398
983027,GaMmela,Ephraim Mogale,Limpopo,46
969108,GaMojela,Blouberg,Limpopo,782
961103,GaMokwasela,Greater Letaba,Limpopo,2377
985137,GaMoloi,Makhuduthamaga,Limpopo,6373
969099,GaMonyebodi,Blouberg,Limpopo,447
974124,GaMothapo,Polokwane,Limpopo,1604
961003,GaPhooko,Greater Letaba,Limpopo,2093
969012,GaRakwele,Blouberg,Limpopo,455
974015,GaRamongwana,Polokwane,Limpopo,9376
674020,GaRapipa,Kagisano/Molopo,North West,369
985090,GaSekale,Makhuduthamaga,Limpopo,517
986087,GaSeroka,Fetakgomo,Limpopo,338
985165,GaTshehla,Makhuduthamaga,Limpopo,370
968003,Gaarside,Makhado,Limpopo,267
298099,Gabheni,Ntabankulu,Eastern Cape,260
282130,Gageni,Intsika Yethu,Eastern Cape,263
290204,Galatyeni,Ngquza Hill,Eastern Cape,728
285009,Galili 1,Sakhisizwe,Eastern Cape,285
506029,Gamalakhe,Hibiscus Coast,KwaZulu-Natal,14098
666014,Ganalaagte,Tswaing,North West,2830
504046,Gangala,UMuziwabantu,KwaZulu-Natal,4466
172020,Gans Bay,Overstrand,Western Cape,11598
360069,Garamatale,Joe Morolong,Northern Cape,54
461021,Gariepdam,Kopanong,Free State,1568
360068,Gatshekedi,Joe Morolong,Northern Cape,183
283027,Gbini,Emalahleni,Eastern Cape,347
506047,Gcilima,Hibiscus Coast,KwaZulu-Natal,6078
281007,Gcina-O,Lukanji,Eastern Cape,277
526042,Geduld,Dannhauser,KwaZulu-Natal,766
667075,Gelukspan,Mafikeng,North West,680
987139,Genokakop,Greater Tubatse,Limpopo,314
598033,Germiston,Umzimkhulu,KwaZulu-Natal,714
960039,Ghandlanani,Greater Giyani,Limpopo,2279
599117,Gillitts,eThekwini,KwaZulu-Natal,8661
270234,Ginyintsimbi,Mbhashe,Eastern Cape,1730
560065,Glen Albyn,Vulamehlo,KwaZulu-Natal,339
276001,Glencairn,Nkonkobe,Eastern Cape,502
274066,Glenmore,Ngqushwa,Eastern Cape,1244
271410,Gobe,Mnquma,Eastern Cape,338
270403,Gobisandla,Mbhashe,Eastern Cape,113
877070,Godide,Bushbuckridge,Mpumalanga,6291
296126,Godola,Umzimvubu,Eastern Cape,138
970040,Goedgevonden,Aganang,Limpopo,1013
270366,Gogote,Mbhashe,Eastern Cape,232
271527,Golisile,Mnquma,Eastern Cape,147
293220,Gomeni,Mhlontlo,Eastern Cape,843
966135,Gondeni A,Thulamela,Limpopo,5391
960023,Gonono,Greater Giyani,Limpopo,1140
260137,Goodhope,Buffalo City,Eastern Cape,2127
199055,Gordons Bay,City of Cape Town,Western Cape,16776
542034,Gosweni,Nkandla,KwaZulu-Natal,706
166003,Gouda,Drakenstein,Western Cape,3441
966191,Govu,Thulamela,Limpopo,1486
283157,Gqadu,Emalahleni,Eastern Cape,1169
294169,Gqaqhala,King Sabata Dalindyebo,Eastern Cape,453
270635,Gqogqa,Mbhashe,Eastern Cape,181
271103,Gqukesi,Mnquma,Eastern Cape,584
270461,Gqupu,Mbhashe,Eastern Cape,1245
284123,Gqutyini F,Engcobo,Eastern Cape,104
171009,Grabouw,Theewaterskloof,Western Cape,30337
274121,Grassridge,Ngqushwa,Eastern Cape,79
575075,Grazing C,Nqutu,KwaZulu-Natal,947
672002,Greater Taung NU,Greater Taung,North West,5267
526013,Greenock,Dannhauser,KwaZulu-Natal,304
283112,Greyspan,Emalahleni,Eastern Cape,880
984045,Groblersdal,Elias Motsoaledi,Limpopo,4329
669035,Groot Marico,Ramotshere Moiloa,North West,3384
526006,Grootgeluk,Dannhauser,KwaZulu-Natal,1507
270641,Gshiphondo,Mbhashe,Eastern Cape,239
297020,Gubhethuka,Mbizana,Eastern Cape,224
295082,Gudlintaba,Matatiele,Eastern Cape,399
199030,Gugulethu,City of Cape Town,Western Cape,98468
598034,Gujedlini,Umzimkhulu,KwaZulu-Natal,1461
965001,Gumbu,Mutale,Limpopo,913
270096,Gungululu,Mbhashe,Eastern Cape,146
291141,Gunuza,Port St Johns,Eastern Cape,43
874028,Gutshwa,Mbombela,Mpumalanga,14643
506010,Gwababeni,Hibiscus Coast,KwaZulu-Natal,2669
965042,Gwakwani,Mutale,Limpopo,47
580132,Gwebu,Nongoma,KwaZulu-Natal,837
273081,Gwiligwili,Amahlathi,Eastern Cape,1686
290169,Gxelesha,Ngquza Hill,Eastern Cape,586
292091,Gxulu,Nyandeni,Eastern Cape,4060
295202,Ha-Majono,Matatiele,Eastern Cape,344
968035,Ha-Matidza,Makhado,Limpopo,2081
968140,Ha-Muila A,Makhado,Limpopo,2285
461005,Ha-Rasebei,Kopanong,Free State,5051
968100,HaMashau,Makhado,Limpopo,1598
799020,Haakdoornboom,City of Tshwane,Gauteng,4309
582090,Hagaza,Umhlabuyalingana,KwaZulu-Natal,2050
282102,Halane,Intsika Yethu,Eastern Cape,308
274109,Hamburg,Ngqushwa,Eastern Cape,1348
660043,Hani View,Moretele,North West,6726
599088,Harare B,eThekwini,KwaZulu-Natal,1652
662015,Hartbeestfontein A,Rustenburg,North West,26337
966214,Hasane,Thulamela,Limpopo,2710
580127,Hawini,Nongoma,KwaZulu-Natal,1156
874006,Hazyview,Mbombela,Mpumalanga,4236
360088,Heiso,Joe Morolong,Northern Cape,1182
965072,Helula B,Mutale,Limpopo,60
467012,Hennenman,Matjhabeng,Free State,3793
287126,Herschel,Senqu,Eastern Cape,2189
292059,Hhakaneni,Nyandeni,Eastern Cape,238
597060,Highflats,Ubuhlebezwe,KwaZulu-Natal,542
281047,Hillisdale,Lukanji,Eastern Cape,35
983006,Hinlopen,Ephraim Mogale,Limpopo,942
582045,Hlabezinhlohe,Umhlabuyalingana,KwaZulu-Natal,160
270456,Hlakoti,Mbhashe,Eastern Cape,283
589120,Hlangana,uMlalazi,KwaZulu-Natal,2030
575053,HlathiDlamini,Nqutu,KwaZulu-Natal,3428
575114,Hlazakazi A,Nqutu,KwaZulu-Natal,436
529009,Hlobane,Abaqulusi,KwaZulu-Natal,7628
297238,Hlolweni,Mbizana,Eastern Cape,229
960030,Hlopekani,Greater Giyani,Limpopo,5643
960031,Hluphekani,Greater Giyani,Limpopo,574
270450,Hobeni,Mbhashe,Eastern Cape,232
276016,Hogsback,Nkonkobe,Eastern Cape,1029
587021,Holinyoka,Mfolozi,KwaZulu-Natal,2566
271127,Hom,Mnquma,Eastern Cape,199
284344,Honti,Engcobo,Eastern Cape,327
374001,Hopetown,Thembelihle,Northern Cape,10259
171003,Hottentots Holland Nature Reserve,Theewaterskloof,Western Cape,0
563009,Howick,uMngeni,KwaZulu-Natal,21639
268007,Humansdorp,Kouga,Eastern Cape,20123
976054,Hwelereng,Lepele-Nkumpi,Limpopo,1533
546086,Idakadaka,Maphumulo,KwaZulu-Natal,578
669037,Ikageleng,Ramotshere Moiloa,North West,6894
667003,Ikopeleng,Mafikeng,North West,1861
573008,Imbabazane NU,Imbabazane,KwaZulu-Natal,2275
276111,Imincangathelo,Nkonkobe,Eastern Cape,853
281027,Imvani,Lukanji,Eastern Cape,460
569021,Indaka,Indaka,KwaZulu-Natal,5683
588043,Indodwane,Ntambanana,KwaZulu-Natal,952
503024,Infomfo,Umzumbe,KwaZulu-Natal,451
583036,Ingwavuma,Jozini,KwaZulu-Natal,1303
576091,Inhlonze,Msinga,KwaZulu-Natal,273
593045,Intaphuka,Ndwedwe,KwaZulu-Natal,6825
599156,Inwabi,eThekwini,KwaZulu-Natal,9030
599040,Iqadi B,eThekwini,KwaZulu-Natal,1029
589108,Isidibha,uMlalazi,KwaZulu-Natal,1815
503058,Isiqunga,Umzumbe,KwaZulu-Natal,6939
546078,Isthundu,Maphumulo,KwaZulu-Natal,239
560004,Itshehlophe,Vulamehlo,KwaZulu-Natal,1960
503065,Ixopo,Umzumbe,KwaZulu-Natal,216
589087,Izikoshi,uMlalazi,KwaZulu-Natal,590
589134,Izingwenya A,uMlalazi,KwaZulu-Natal,2121
589030,Izinyathi,uMlalazi,KwaZulu-Natal,949
295102,Jabulani,Matatiele,Eastern Cape,1842
571009,Jagersrust,Okhahlamba,KwaZulu-Natal,209
284044,Jalisa,Engcobo,Eastern Cape,278
598173,James,Umzimkhulu,KwaZulu-Natal,418
274125,Javu,Ngqushwa,Eastern Cape,43
861010,Jerico Dam Nature Reserve,Msukaligwa,Mpumalanga,0
877137,Jim Brown,Bushbuckridge,Mpumalanga,2552
524006,Jobstown,Newcastle,KwaZulu-Natal,62
283197,Jojo,Emalahleni,Eastern Cape,334
526014,Jokis,Dannhauser,KwaZulu-Natal,688
660032,Jonathan,Moretele,North West,127
292162,Jovu,Nyandeni,Eastern Cape,319
594011,Jubane,Ingwe,KwaZulu-Natal,287
270046,Jusaya,Mbhashe,Eastern Cape,271
966203,Ka-Bazela SP,Thulamela,Limpopo,1252
966200,Ka-Mapapila,Thulamela,Limpopo,1730
966209,Ka-Mphambo,Thulamela,Limpopo,3714
966024,Ka-Sunduza,Thulamela,Limpopo,3774
966049,Ka-Xikundu B,Thulamela,Limpopo,1412
960032,KaGaula,Greater Giyani,Limpopo,2478
960073,KaKheyi,Greater Giyani,Limpopo,1418
986047,KaMapolaneng,Fetakgomo,Limpopo,535
960075,KaMayephu,Greater Giyani,Limpopo,737
960077,KaMushiyani,Greater Giyani,Limpopo,1390
960016,KaNkuri,Greater Giyani,Limpopo,2030
960006,KaTomu,Greater Giyani,Limpopo,2472
876010,Kaapmuiden,Nkomazi,Mpumalanga,270
597014,Kadeda,Ubuhlebezwe,KwaZulu-Natal,617
378020,Kakamas,Kai !Garib,Northern Cape,9538
274040,Kalana,Ngqushwa,Eastern Cape,791
297193,Kamaqele,Mbizana,Eastern Cape,25
294006,Kambi,King Sabata Dalindyebo,Eastern Cape,791
799077,Kameelkraal,City of Tshwane,Gauteng,1222
365002,Kamiesberg NU,Kamiesberg,Northern Cape,709
798039,Kanana Park,City of Johannesburg,Gauteng,21005
297348,Kanyayo,Mbizana,Eastern Cape,218
269006,Kareedouw,Kou-Kamma,Eastern Cape,4985
270193,Kasa A,Mbhashe,Eastern Cape,833
362003,Kathu,Gamagara,Northern Cape,11510
598013,Kayeka,Umzimkhulu,KwaZulu-Natal,518
272004,Kei Mouth,Great Kei,Eastern Cape,291
360020,Kelokilwe,Joe Morolong,Northern Cape,329
378021,Kenhardt,Kai !Garib,Northern Cape,4843
270258,Keti,Mbhashe,Eastern Cape,481
360025,Kganwane,Joe Morolong,Northern Cape,2297
987117,Kgautswana,Greater Tubatse,Limpopo,651
674053,Kgokgojane,Kagisano/Molopo,North West,947
360064,Kgomohute,Joe Morolong,Northern Cape,231
987108,Kgotlopong,Greater Tubatse,Limpopo,1644
985003,Kgwarip,Makhuduthamaga,Limpopo,459
589007,Khabingwe,uMlalazi,KwaZulu-Natal,2645
284402,Khalankomo,Engcobo,Eastern Cape,97
966095,Khambela,Thulamela,Limpopo,65
379001,Khara Hais NU,//Khara Hais,Northern Cape,4495
664043,Khayakhulu,Moses Kotane,North West,951
365014,Kheis,Kamiesberg,Northern Cape,488
290058,Khimbile,Ngquza Hill,Eastern Cape,170
271460,Khobodi,Mnquma,Eastern Cape,221
295156,Khohlong,Matatiele,Eastern Cape,836
968005,Khomela,Makhado,Limpopo,1018
297208,Khotsho,Mbizana,Eastern Cape,152
672047,Khudutlou,Greater Taung,North West,1166
677008,Khuma,City of Matlosana,North West,45895
669038,Khunotswana,Ramotshere Moiloa,North West,4619
271155,Khwayi-Khwayi,Mnquma,Eastern Cape,352
260160,Kidd's Beach,Buffalo City,Eastern Cape,499
297366,Kimberley,Mbizana,Eastern Cape,1291
286019,Kinira Poort,Elundini,Eastern Cape,463
182005,Klaarstroom,Prince Albert,Western Cape,584
176009,Klein Brakrivier,Mossel Bay,Western Cape,2037
167023,Kleingeluk,Stellenbosch,Western Cape,226
365015,Klipfontein,Kamiesberg,Northern Cape,466
379009,Klippunt,//Khara Hais,Northern Cape,3473
285060,Klufini,Sakhisizwe,Eastern Cape,435
271553,Kobonqaba A,Mnquma,Eastern Cape,0
167005,Koelenhof,Stellenbosch,Western Cape,302
667056,Koikoi,Mafikeng,North West,4550
361031,Kollie,Ga-Segonyana,Northern Cape,68
291045,Komane,Port St Johns,Eastern Cape,290
271541,Komkhulu,Mnquma,Eastern Cape,675
270103,Komkhulu F,Mbhashe,Eastern Cape,217
282264,Komkulu C,Intsika Yethu,Eastern Cape,384
284345,Kono,Engcobo,Eastern Cape,762
297361,Kopane A,Mbizana,Eastern Cape,198
666009,Kopela,Tswaing,North West,5187
598027,Korinte,Umzimkhulu,KwaZulu-Natal,2407
985085,Kotsiri,Makhuduthamaga,Limpopo,1545
199018,Kraaifontein,City of Cape Town,Western Cape,154615
294235,Krancola,King Sabata Dalindyebo,Eastern Cape,854
293124,Kratyela,Mhlontlo,Eastern Cape,281
578005,Krommellenboog,eDumbe,KwaZulu-Natal,69
562014,Ksikotho,uMshwathi,KwaZulu-Natal,135
270157,KuBafazi,Mbhashe,Eastern Cape,590
294299,KuBomvu,King Sabata Dalindyebo,Eastern Cape,220
294284,KuChanti,King Sabata Dalindyebo,Eastern Cape,977
294452,KuDingata,King Sabata Dalindyebo,Eastern Cape,306
270367,KuFundakubi,Mbhashe,Eastern Cape,301
270601,KuGroxo,Mbhashe,Eastern Cape,112
294223,KuGxwalibomvu,King Sabata Dalindyebo,Eastern Cape,1119
284046,KuHlaba B,Engcobo,Eastern Cape,147
294332,KuHombani,King Sabata Dalindyebo,Eastern Cape,641
283155,KuKavara,Emalahleni,Eastern Cape,674
270634,KuLogqogqa B,Mbhashe,Eastern Cape,128
270165,KuLombete,Mbhashe,Eastern Cape,742
282218,KuLuqolo,Intsika Yethu,Eastern Cape,324
270598,KuMahasana,Mbhashe,Eastern Cape,249
270087,KuMandluntsha,Mbhashe,Eastern Cape,28
284009,KuManzimdaka,Engcobo,Eastern Cape,338
290007,KuMathe,Ngquza Hill,Eastern Cape,2176
284215,KuMazikanyi,Engcobo,Eastern Cape,196
294434,KuMbidlane,King Sabata Dalindyebo,Eastern Cape,234
282341,KuMdange,Intsika Yethu,Eastern Cape,368
270137,KuMngcitha,Mbhashe,Eastern Cape,284
597023,KuMpotshosi,Ubuhlebezwe,KwaZulu-Natal,433
284169,KuNdaca,Engcobo,Eastern Cape,201
284437,KuNgcataru,Engcobo,Eastern Cape,220
282060,KuNgqwaru,Intsika Yethu,Eastern Cape,573
270018,KuNjemane,Mbhashe,Eastern Cape,249
270599,KuNocekedwa,Mbhashe,Eastern Cape,371
284132,KuNonyentu,Engcobo,Eastern Cape,257
284260,KuNqumakala,Engcobo,Eastern Cape,245
284115,KuNtlanzi,Engcobo,Eastern Cape,391
282164,KuNyongwane A,Intsika Yethu,Eastern Cape,39
284064,KuQunduvane,Engcobo,Eastern Cape,443
294479,KuSikhulume,King Sabata Dalindyebo,Eastern Cape,239
294301,KuTantseka,King Sabata Dalindyebo,Eastern Cape,500
282100,KuTshatshu,Intsika Yethu,Eastern Cape,442
282140,KuWohlo B,Intsika Yethu,Eastern Cape,75
294218,Kubeka,King Sabata Dalindyebo,Eastern Cape,413
361017,Kudumane,Ga-Segonyana,Northern Cape,894
294059,Kukani,King Sabata Dalindyebo,Eastern Cape,840
270078,Kulocheba,Mbhashe,Eastern Cape,110
270487,Kulojika,Mbhashe,Eastern Cape,390
270602,Kulovulandi,Mbhashe,Eastern Cape,207
270413,Kundlumbini,Mbhashe,Eastern Cape,324
568008,Kupholeni,Richmond,KwaZulu-Natal,4316
968080,Kutama,Makhado,Limpopo,23011
291060,Kuxhaka,Port St Johns,Eastern Cape,668
297294,Kwa Madiba,Mbizana,Eastern Cape,92
283113,Kwa-Gova,Emalahleni,Eastern Cape,303
283081,Kwa-Mbhali,Emalahleni,Eastern Cape,342
283082,Kwa-Raqo,Emalahleni,Eastern Cape,650
260152,KwaAltile,Buffalo City,Eastern Cape,313
273018,KwaBengu,Amahlathi,Eastern Cape,313
580166,KwaBhidli,Nongoma,KwaZulu-Natal,74
284105,KwaBlangwe,Engcobo,Eastern Cape,127
270066,KwaBomvane,Mbhashe,Eastern Cape,311
260025,KwaBuso,Buffalo City,Eastern Cape,771
271519,KwaCengani,Mnquma,Eastern Cape,53
271148,KwaDadiyane,Mnquma,Eastern Cape,219
271400,KwaDayi,Mnquma,Eastern Cape,452
270493,KwaDingata,Mbhashe,Eastern Cape,304
282057,KwaDlomo,Intsika Yethu,Eastern Cape,216
598079,KwaDluni,Umzimkhulu,KwaZulu-Natal,338
592002,KwaDukuza NU,KwaDukuza,KwaZulu-Natal,13330
560012,KwaFakazi,Vulamehlo,KwaZulu-Natal,1945
270628,KwaFolokwe,Mbhashe,Eastern Cape,276
588030,KwaGama,Ntambanana,KwaZulu-Natal,878
282072,KwaGcina A,Intsika Yethu,Eastern Cape,329
286116,KwaGcwabe,Elundini,Eastern Cape,263
271136,KwaGisi,Mnquma,Eastern Cape,327
580005,KwaGudlintaba,Nongoma,KwaZulu-Natal,302
294412,KwaHaji,King Sabata Dalindyebo,Eastern Cape,326
270010,KwaJadezweni,Mbhashe,Eastern Cape,134
272031,KwaJongilanga,Great Kei,Eastern Cape,241
271417,KwaKabakazi,Mnquma,Eastern Cape,632
295274,KwaKeswa,Matatiele,Eastern Cape,204
546019,KwaKing,Maphumulo,KwaZulu-Natal,519
271073,KwaKwayimani,Mnquma,Eastern Cape,194
560024,KwaLembe,Vulamehlo,KwaZulu-Natal,757
271240,KwaLubobo,Mnquma,Eastern Cape,236
271469,KwaMaciba,Mnquma,Eastern Cape,594
273033,KwaMadolo,Amahlathi,Eastern Cape,245
568009,KwaMagoda,Richmond,KwaZulu-Natal,3850
580174,KwaMahezu,Nongoma,KwaZulu-Natal,787
282322,KwaMakaya,Intsika Yethu,Eastern Cape,222
580171,KwaMandlakazi,Nongoma,KwaZulu-Natal,655
270246,KwaMangweni,Mbhashe,Eastern Cape,665
580134,KwaManzimakhulu,Nongoma,KwaZulu-Natal,623
599055,KwaMashu,eThekwini,KwaZulu-Natal,175663
576072,KwaMathonsi,Msinga,KwaZulu-Natal,2168
282134,KwaMaya,Intsika Yethu,Eastern Cape,990
581125,KwaMbambo B,Ulundi,KwaZulu-Natal,1139
582038,KwaMbokodo,Umhlabuyalingana,KwaZulu-Natal,1406
575001,KwaMbunda A,Nqutu,KwaZulu-Natal,2445
580031,KwaMememe,Nongoma,KwaZulu-Natal,1521
290284,KwaMgezwa,Ngquza Hill,Eastern Cape,1698
294147,KwaMhaqa A,King Sabata Dalindyebo,Eastern Cape,562
284201,KwaMhlontlo,Engcobo,Eastern Cape,262
271048,KwaMjayezi,Mnquma,Eastern Cape,252
271463,KwaMkhulu,Mnquma,Eastern Cape,281
297343,KwaMlindazwe,Mbizana,Eastern Cape,33
580025,KwaMngamude,Nongoma,KwaZulu-Natal,1880
562035,KwaMophumula,uMshwathi,KwaZulu-Natal,882
580042,KwaMqhakanyeki,Nongoma,KwaZulu-Natal,686
295013,KwaMshudu,Matatiele,Eastern Cape,200
580052,KwaMthwathube,Nongoma,KwaZulu-Natal,568
270547,KwaMvulo,Mbhashe,Eastern Cape,244
271347,KwaMzintsilana,Mnquma,Eastern Cape,214
274050,KwaNcwane,Ngqushwa,Eastern Cape,54
599139,KwaNdengezi,eThekwini,KwaZulu-Natal,53843
270317,KwaNditya B,Mbhashe,Eastern Cape,460
582085,KwaNdongeni,Umhlabuyalingana,KwaZulu-Natal,1543
271366,KwaNgako,Mnquma,Eastern Cape,96
270510,KwaNgculu,Mbhashe,Eastern Cape,529
292021,KwaNgolo,Nyandeni,Eastern Cape,476
276067,KwaNgwevu,Nkonkobe,Eastern Cape,332
580039,KwaNjoko,Nongoma,KwaZulu-Natal,2542
580163,KwaNkawu,Nongoma,KwaZulu-Natal,597
271025,KwaNkqayi,Mnquma,Eastern Cape,510
271416,KwaNobuswana,Mnquma,Eastern Cape,1189
597048,KwaNokweja,Ubuhlebezwe,KwaZulu-Natal,2457
260077,KwaNoncampa,Buffalo City,Eastern Cape,1552
265009,KwaNonkqubela,Ndlambe,Eastern Cape,6710
276021,KwaNotenga,Nkonkobe,Eastern Cape,145
282199,KwaNqinwayo,Intsika Yethu,Eastern Cape,226
270524,KwaNtakamnyame,Mbhashe,Eastern Cape,255
282328,KwaNtsele,Intsika Yethu,Eastern Cape,325
546070,KwaNtuli B,Maphumulo,KwaZulu-Natal,312
260027,KwaNyande,Buffalo City,Eastern Cape,341
506060,KwaNzimakwe,Hibiscus Coast,KwaZulu-Natal,6218
274031,KwaPelisile,Ngqushwa,Eastern Cape,286
294268,KwaPingilili,King Sabata Dalindyebo,Eastern Cape,297
585030,KwaQonsa,Hlabisa,KwaZulu-Natal,584
290184,KwaRamzi,Ngquza Hill,Eastern Cape,250
270197,KwaRonose,Mbhashe,Eastern Cape,594
271504,KwaSeyisi,Mnquma,Eastern Cape,316
594072,KwaShusha,Ingwe,KwaZulu-Natal,809
293173,KwaSikhulu,Mhlontlo,Eastern Cape,55
284233,KwaSitelo,Engcobo,Eastern Cape,399
270259,KwaSogula,Mbhashe,Eastern Cape,60
271509,KwaSonkana,Mnquma,Eastern Cape,365
574006,KwaTelapi,Endumeni,KwaZulu-Natal,275
582001,KwaThelizolo,Umhlabuyalingana,KwaZulu-Natal,259
581105,KwaThulwane,Ulundi,KwaZulu-Natal,1699
